Protein IDs	Majority protein IDs	Gene names	Intensity RPN4_0h_1	Intensity RPN4_0h_2	Intensity RPN4_0h_3	Intensity RPN4_0h_4	Intensity RPN4_2h_1	Intensity RPN4_2h_2	Intensity RPN4_2h_3	Intensity RPN4_2h_4	Intensity RPN4_4h_1	Intensity RPN4_4h_2	Intensity RPN4_4h_3	Intensity RPN4_4h_4	Intensity wt_0h_1	Intensity wt_0h_2	Intensity wt_0h_3	Intensity wt_0h_4	Intensity wt_2h_1	Intensity wt_2h_2	Intensity wt_2h_3	Intensity wt_2h_4	Intensity wt_4h_1	Intensity wt_4h_2	Intensity wt_4h_3	Intensity wt_4h_4	Reverse	Potential contaminant
P04050	P04050	RPO21	3508500000	4699400000	3165500000	3634600000	3490800000	2903900000	3486300000	3574300000	3253500000	2777200000	3184700000	3084000000	3965300000	4402200000	4102800000	3922400000	4027000000	4265900000	4254000000	4780900000	3587100000	4361600000	3931900000	3648700000		
P04051	P04051	RPO31	768260000	1241400000	1218200000	929900000	870660000	832410000	715960000	1282300000	501060000	561180000	757480000	721300000	1347900000	1368000000	1502300000	1339000000	1012000000	1435200000	1180500000	1186400000	683720000	875460000	593160000	1012900000		
P04076	P04076	ARG4	10374000000	13949000000	10399000000	9233300000	11154000000	10278000000	8152900000	11183000000	8477800000	7109100000	9093300000	8139900000	11320000000	11026000000	11646000000	11309000000	9090200000	10047000000	11310000000	12792000000	8412800000	8268100000	7349300000	8753400000		
P04147	P04147	PAB1	30768000000	41660000000	37529000000	33711000000	34227000000	31755000000	31215000000	40010000000	28323000000	22097000000	32869000000	32455000000	47452000000	52719000000	41764000000	43097000000	40195000000	40317000000	51987000000	51804000000	33541000000	36786000000	27357000000	31867000000		
P04161	P04161	ADE8	1257000000	1202200000	1103900000	974870000	1228600000	941330000	757240000	1031000000	898060000	875850000	813430000	1067300000	1334000000	864610000	1009100000	961070000	960900000	1091900000	1119800000	842560000	944490000	813860000	868920000	636300000		
P04173	P04173	LEU2	41527000	45117000	60090000	43839000	35993000	32362000	30220000	77784000	0	0	472670000	391730000	20764000	0	0	11166000	11219000	0	23024000	67254000	0	466560000	0	424660000		
P04449	P04449	RPL24A	2402200000	3126600000	3073200000	2119500000	3467700000	3889200000	2566100000	3036000000	2006900000	1376300000	1620900000	1446100000	4517800000	6276800000	4197100000	3457200000	5521500000	5828700000	3681900000	3677300000	2032900000	3169900000	1606300000	1558200000		
P04456	P04456	RPL25	24065000000	25941000000	31192000000	28836000000	27227000000	26682000000	26251000000	31451000000	17854000000	16280000000	20492000000	19442000000	40380000000	39979000000	40851000000	39883000000	33700000000	38654000000	46212000000	43849000000	24375000000	28037000000	18278000000	23251000000		
P04710	P04710	AAC1	4923300000	5508300000	5630700000	4842600000	6043100000	5374300000	5144900000	6398300000	4674300000	4508500000	5630100000	5229800000	4448300000	4083500000	5033600000	5258200000	3802600000	4039700000	5049800000	4463000000	4691400000	4599600000	5867400000	6824700000		
P04786	P04786	TOP1	304300000	3043200000	196280000	2907300000	367470000	2205200000	2093200000	2316300000	476170000	499320000	2226100000	323720000	303750000	287090000	238690000	186750000	415190000	369890000	440260000	419180000	546330000	756710000	612710000	475570000		
P04801	P04801	THS1	13224000000	17074000000	13788000000	16841000000	16429000000	14024000000	13023000000	16555000000	12364000000	12313000000	13846000000	15623000000	19545000000	19325000000	17622000000	17593000000	18585000000	19499000000	18081000000	22298000000	17356000000	17349000000	16027000000	16123000000		
P04802	P04802	DPS1	19986000000	25344000000	22093000000	17883000000	22735000000	21697000000	19272000000	21065000000	19576000000	17506000000	19045000000	20534000000	20202000000	23732000000	22545000000	21921000000	22996000000	24754000000	24051000000	23219000000	22166000000	25837000000	22056000000	21257000000		
P04803	P04803	MSW1	321660000	446920000	144940000	80496000	385560000	415960000	255920000	218940000	368520000	325400000	185970000	174030000	260150000	284690000	217920000	188920000	224300000	361710000	212290000	122760000	402740000	312910000	238050000	190870000		
P04806	P04806	HXK1	3772300000	4856800000	3538500000	3962900000	5595700000	5412700000	4028000000	5135900000	8477200000	5983900000	8529500000	8538100000	1513200000	938690000	1182600000	1821500000	1294000000	1049700000	1959200000	2092600000	7838800000	5538800000	7242100000	8444900000		
P04807	P04807	HXK2	44740000000	55241000000	51707000000	44881000000	57814000000	58215000000	52189000000	51657000000	63987000000	64766000000	64518000000	71063000000	48195000000	50762000000	49835000000	43549000000	46312000000	52603000000	51671000000	49435000000	82138000000	88030000000	79568000000	79799000000		
P04819-2;P04819	P04819-2;P04819	CDC9	179470000	267720000	247850000	209580000	273760000	242680000	376270000	255970000	377530000	216900000	385050000	238870000	135570000	182750000	168070000	243470000	208240000	281260000	289020000	291380000	459350000	535390000	517340000	314930000		
P04821	P04821	CDC25	174140000	74116000	255640000	30682000	49919000	113460000	89838000	366050000	89444000	74017000	103510000	89946000	38439000	33541000	44494000	38835000	38740000	48353000	61361000	415780000	220340000	141270000	75848000	213510000		
P04840	P04840	POR1	72950000000	88750000000	68810000000	56955000000	83734000000	81807000000	69443000000	65037000000	88298000000	90833000000	93028000000	88232000000	21012000000	28198000000	23730000000	24953000000	21857000000	26482000000	34393000000	35439000000	79815000000	78201000000	73585000000	73300000000		
P04912;P04911	P04912;P04911	HTA2;HTA1	4807200000	6652200000	7019300000	4065000000	4604100000	7588800000	6729900000	10580000000	2913800000	4281700000	4150700000	6003600000	4449800000	8078500000	8874800000	6725400000	4671300000	4818800000	10715000000	13438000000	5852400000	6246500000	5548800000	8293200000		
P05030;P19657	P05030;P19657	PMA1;PMA2	75833000000	98922000000	84781000000	91451000000	71381000000	76925000000	69585000000	86163000000	55379000000	61163000000	61405000000	60091000000	85959000000	101440000000	89263000000	85473000000	89564000000	86164000000	91858000000	106390000000	68114000000	71426000000	63050000000	71402000000		
P05066	P05066	PHR1	0	8191400	36578000	28727000	0	29494000	10543000	0	39612000	26337000	52428000	26317000	0	0	0	0	0	0	0	0	10650000	7279700	14794000	0		
P05150	P05150	ARG3	5444200000	5121200000	5486900000	4693500000	5880300000	4620700000	4685400000	4127200000	2965000000	2248400000	3743600000	2584900000	6599400000	7707400000	8001700000	7348200000	5689100000	6282400000	6824500000	7519000000	3206700000	3154600000	2756200000	3082300000		
P05317	P05317	RPP0	71216000000	90782000000	85844000000	69972000000	78306000000	79431000000	78738000000	85567000000	44855000000	43472000000	43762000000	55061000000	105300000000	116980000000	111650000000	108980000000	94270000000	114940000000	113440000000	110460000000	62565000000	81876000000	63994000000	59109000000		
P05318	P05318	RPP1A	17315000000	15609000000	15213000000	23159000000	18280000000	14884000000	14870000000	21600000000	9359800000	1727800000	14512000000	19987000000	28982000000	32040000000	20361000000	24426000000	25896000000	25884000000	17081000000	37917000000	11637000000	8767700000	10631000000	17921000000		
P05319	P05319	RPP2A	27313000000	36074000000	30310000000	31464000000	32511000000	29737000000	28880000000	31818000000	22018000000	20461000000	21908000000	25818000000	39701000000	41130000000	34847000000	36895000000	34923000000	38226000000	35418000000	42931000000	24623000000	25574000000	21096000000	23905000000		
P05373	P05373	HEM2	2219900000	2641400000	2747200000	2930100000	2346100000	1709400000	2858200000	3067100000	1854900000	1340800000	2739300000	3105700000	2987500000	2302600000	2210400000	2068800000	1828900000	1887000000	2611300000	3348400000	2212100000	2259500000	1494700000	2212200000		
P05374	P05374	CHO2	1592800000	2185600000	1500300000	2119500000	1517000000	1763500000	1899700000	2695100000	1392100000	1241800000	1849900000	1981800000	2017800000	2464300000	1836900000	1853700000	1884600000	2621900000	2193700000	3304200000	1969000000	2436900000	1479900000	1741500000		
P05375	P05375	OPI3	533930000	595290000	457350000	575310000	734220000	434790000	697430000	945660000	627040000	544950000	1130300000	2060100000	630640000	656240000	591840000	721410000	553850000	525990000	507480000	1507600000	1529900000	611910000	527490000	1276800000		
P05453	P05453	SUP35	7425400000	8984700000	7337400000	6541900000	6919600000	6543700000	6808400000	6699300000	5206200000	5274300000	5862100000	6817000000	6450800000	7624900000	5903700000	6828100000	6218900000	6469700000	8006800000	7371200000	4992800000	6261600000	5548900000	5554000000		
P05626	P05626	ATP4	4922900000	4592700000	4264500000	4482900000	3976000000	3941400000	4006300000	4960300000	4170600000	3316300000	5019100000	4041200000	2999800000	2267000000	3372700000	3242500000	2564300000	3757200000	4131300000	4021400000	3841000000	5389800000	4369500000	5282100000		
P05694	P05694	MET6	111760000000	132290000000	109050000000	103200000000	130770000000	110760000000	105070000000	114900000000	94225000000	80496000000	83057000000	90185000000	140880000000	134270000000	132660000000	142930000000	132630000000	123070000000	138690000000	142210000000	85078000000	94596000000	80680000000	73919000000		
P05737	P05737	RPL7A	50423000000	59650000000	50008000000	55426000000	48161000000	57929000000	53401000000	65113000000	28016000000	35054000000	39197000000	39467000000	83999000000	69786000000	71805000000	81968000000	76511000000	80864000000	86723000000	81208000000	47782000000	55274000000	44817000000	44744000000		
P05738	P05738	RPL9A	47570000000	57102000000	50715000000	58525000000	49074000000	46754000000	46300000000	61849000000	32933000000	26440000000	35248000000	38364000000	72047000000	66416000000	69545000000	69146000000	59187000000	60669000000	62080000000	81653000000	47515000000	38776000000	35421000000	40798000000		
P05739	P05739	RPL6B	46987000000	49930000000	41288000000	38504000000	43565000000	47053000000	45362000000	41919000000	22975000000	28957000000	31414000000	30912000000	60385000000	67323000000	62732000000	54843000000	56739000000	61916000000	65910000000	64136000000	39038000000	39668000000	32860000000	36414000000		
P05740	P05740	RPL17A	6304100000	6657300000	7514800000	5041500000	7674800000	6057200000	5332600000	5993300000	3852400000	3866300000	3955400000	3910600000	9934800000	9109100000	7765500000	7122000000	8021500000	8658900000	7769800000	7260700000	4388900000	6585500000	4817400000	2797100000		
P05743	P05743	RPL26A	973770000	1397700000	1662400000	0	0	1290700000	995400000	0	0	0	0	743160000	1674000000	1406200000	1878200000	1711300000	1257800000	1506300000	1702300000	2250300000	0	1238300000	0	1217700000		
P05744	P05744	RPL33A	5838700000	14161000000	12684000000	11410000000	9124400000	14808000000	9381900000	14535000000	7660300000	7379200000	5142400000	7414800000	10954000000	21517000000	20360000000	16896000000	12524000000	18591000000	19161000000	19944000000	9071100000	11511000000	12485000000	10359000000		
P05745	P05745	RPL36A	18617000000	19517000000	22837000000	17736000000	20045000000	16194000000	20140000000	17866000000	11808000000	13076000000	11142000000	12102000000	26514000000	24309000000	26189000000	22560000000	22684000000	24683000000	28071000000	26769000000	15719000000	19032000000	13147000000	12762000000		
P05747	P05747	RPL29	2200200000	1431100000	1286200000	0	1742500000	1884100000	18141000	0	902070000	220940000	0	0	1941400000	2164300000	376970000	252330000	2124000000	2166900000	2213800000	0	1112800000	1236200000	1324000000	0		
P05748	P05748	RPL15A	23477000000	27252000000	23524000000	26469000000	22097000000	11306000000	29132000000	31763000000	14794000000	13248000000	13915000000	16940000000	34786000000	41270000000	35330000000	22745000000	28470000000	38406000000	38297000000	31283000000	22796000000	25800000000	24395000000	16353000000		
P05749	P05749	RPL22A	18526000000	20933000000	19304000000	20304000000	19628000000	19823000000	20807000000	20848000000	12330000000	11654000000	14981000000	15104000000	25616000000	31531000000	26911000000	27494000000	22496000000	28150000000	23959000000	29577000000	14902000000	16448000000	15277000000	15723000000		
P05750	P05750	RPS3	82894000000	100400000000	98316000000	91317000000	96641000000	85439000000	95743000000	102570000000	56817000000	58108000000	66747000000	64632000000	118870000000	138470000000	129090000000	124570000000	119370000000	133570000000	139380000000	142560000000	64260000000	75137000000	70118000000	72765000000		
P05755	P05755	RPS9B	44315000000	53817000000	44014000000	39495000000	46379000000	39307000000	46481000000	49279000000	26737000000	27991000000	30616000000	27157000000	56540000000	67708000000	69514000000	59015000000	55710000000	59095000000	69911000000	57390000000	36710000000	40953000000	37152000000	34469000000		
P05756	P05756	RPS13	38032000000	38362000000	33965000000	41787000000	43673000000	38553000000	32833000000	38812000000	24725000000	19404000000	20013000000	24249000000	60309000000	63215000000	50702000000	54443000000	56682000000	55675000000	52613000000	65426000000	28634000000	31042000000	31268000000	42076000000		
P05759;P0CH09;P0CH08;P0CG63	P05759;P0CH09;P0CH08;P0CG63	RPS31;RPL40B;RPL40A;UBI4	41562000000	47195000000	47440000000	41398000000	48964000000	44480000000	45342000000	48808000000	42708000000	42434000000	50656000000	41218000000	46044000000	56885000000	51756000000	47025000000	48579000000	51128000000	53817000000	45194000000	36365000000	45851000000	38519000000	37891000000		
P05986	P05986	TPK3	62859000	45953000	132000000	45276000	78637000	9330600	33435000	102120000	28769000	93913000	103690000	72914000	67268000	91612000	47395000	70115000	96539000	117270000	77297000	121990000	165800000	21435000	32425000	40595000		
P06100	P06100	CDC36	125660000	122050000	149880000	200250000	62633000	134720000	251120000	101850000	152810000	38914000	141440000	232180000	214530000	126440000	111120000	62895000	200660000	118970000	58944000	110120000	134760000	251930000	207200000	95099000		
P06101	P06101	CDC37	2357200000	2668300000	2388100000	2165900000	3276200000	3511700000	2841400000	3090700000	5019300000	4137200000	5076500000	4713600000	1929100000	2369700000	2160900000	2374200000	2682400000	2754500000	3318100000	3014900000	4863300000	5799800000	5452200000	5359100000		
P06102	P06102	NOT3	516520000	737960000	803400000	776370000	887350000	711340000	537950000	885350000	681120000	615140000	673380000	1098200000	680610000	720340000	823890000	847810000	667910000	859690000	709080000	1028600000	728000000	743080000	706860000	1012400000		
P06103	P06103	PRT1	8404800000	8846400000	9316400000	9647200000	10009000000	7695700000	9335900000	8396600000	5531400000	5640800000	5448800000	6518900000	10098000000	11160000000	9936300000	10295000000	11564000000	10622000000	10476000000	10956000000	6550800000	6517200000	5797800000	5920900000		
P06104	P06104	RAD6	76459000	70458000	161040000	105770000	179500000	111750000	175340000	257600000	68581000	95177000	256590000	283180000	63836000	0	181370000	195580000	58972000	130490000	247000000	232700000	90259000	169560000	145730000	92916000		
P06105	P06105	SCP160	17521000000	23415000000	20529000000	18779000000	19967000000	18916000000	16875000000	21882000000	16537000000	15222000000	17971000000	18358000000	26581000000	28765000000	24323000000	24816000000	26630000000	27566000000	27909000000	33714000000	25470000000	27840000000	20444000000	26922000000		
P06106	P06106	MET17	16129000000	22035000000	18297000000	20043000000	20841000000	23751000000	23202000000	26704000000	32176000000	36353000000	40412000000	42393000000	8436300000	11120000000	10777000000	15727000000	12033000000	18200000000	20630000000	20291000000	38470000000	40133000000	37873000000	43018000000		
P06115	P06115	CTT1	60627000	64540000	0	65889000	393980000	197640000	163780000	224480000	1134000000	693930000	805550000	951190000	0	0	0	0	0	0	0	0	525650000	423530000	460390000	477000000		
P06168	P06168	ILV5	69306000000	92045000000	71994000000	68522000000	90269000000	73582000000	75535000000	83091000000	65767000000	60285000000	59894000000	62337000000	65064000000	64425000000	63326000000	61513000000	56351000000	65748000000	59700000000	75031000000	51641000000	50242000000	38818000000	42319000000		
P06169	P06169	PDC1	519970000000	517290000000	501390000000	537520000000	447970000000	421210000000	471980000000	550120000000	442000000000	433500000000	519270000000	552830000000	600580000000	551530000000	547200000000	517320000000	464430000000	521870000000	523130000000	685730000000	540600000000	507280000000	456940000000	546380000000		
P06174	P06174	HEM4	75359000	58216000	41637000	72210000	76306000	95148000	43545000	60151000	102400000	100020000	176890000	175170000	77207000	80080000	122390000	53639000	57612000	126600000	142300000	87073000	155580000	139640000	127380000	180650000		
